match_id,home_team,away_team,team_id,team_name,team_is_home,score,outcome,player_name,rank,pagerank,pagerank_pct,betweenness,minutes_played
3894886,Sevilla,Cádiz,552,Cádiz,False,0-1,win,Rubén Alcaraz Jiménez,2,0.13887792643184732,13.89,0.3762,100
3894886,Sevilla,Cádiz,552,Cádiz,False,0-1,win,Gonzalo Escalante,3,0.09997877670103075,10.0,0.1595,100
3894886,Sevilla,Cádiz,552,Cádiz,False,0-1,win,Robert Navarro Muñoz,4,0.0859855808597074,8.6,0.0929,79
3894886,Sevilla,Cádiz,552,Cádiz,False,0-1,win,Rubén Sobrino Pozuelo,5,0.07685655825231327,7.69,0.0,60
3894886,Sevilla,Cádiz,552,Cádiz,False,0-1,win,Víctor Chust García,6,0.06913645705857858,6.91,0.1214,100
3894886,Sevilla,Cádiz,552,Cádiz,False,0-1,win,Roger Martí Salvador,7,0.06473490337225277,6.47,0.0143,60
3894886,Sevilla,Cádiz,552,Cádiz,False,0-1,win,Sergio Guardiola Navarro,8,0.056519509871553755,5.65,0.0786,40
3894886,Sevilla,Cádiz,552,Cádiz,False,0-1,win,Rafael Jiménez Jarque,9,0.055278050964807895,5.53,0.0095,100
3894886,Sevilla,Cádiz,552,Cádiz,False,0-1,win,Christopher Ramos de la Flor,10,0.05103922373937969,5.1,0.0024,100
3894886,Sevilla,Cádiz,552,Cádiz,False,0-1,win,Brian Alexis Ocampo Ferreira,11,0.03958082664945962,3.96,0.1048,21
3894886,Sevilla,Cádiz,552,Cádiz,False,0-1,win,Iván Alejo Peralta,12,0.0355435465494331,3.55,0.0,21
3894886,Sevilla,Cádiz,552,Cádiz,False,0-1,win,Joseba Zaldúa Bengoetxea,13,0.03344878748047636,3.34,0.0,79
3894886,Sevilla,Cádiz,552,Cádiz,False,0-1,win,Juan Miguel Jiménez López,14,0.02488882153139199,2.49,0.0,40
3894886,Sevilla,Cádiz,552,Cádiz,False,0-1,win,Jeremías Ledesma,15,0.014021127733476968,1.4,0.0,100
3894886,Sevilla,Cádiz,552,Cádiz,False,0-1,win,Maximiliano Gómez González,16,0.011401408748926688,1.14,0.0,10
3894886,Sevilla,Cádiz,213,Sevilla,True,0-1,loss,Jesús Navas González,1,0.10738729998565855,10.74,0.1291,83
3894886,Sevilla,Cádiz,213,Sevilla,True,0-1,loss,Lucien Agoume,2,0.10532084551069909,10.53,0.228,100
3894886,Sevilla,Cádiz,213,Sevilla,True,0-1,loss,Marcos Javier Acuña,3,0.10420833862792289,10.42,0.1346,87
3894886,Sevilla,Cádiz,213,Sevilla,True,0-1,loss,Boubakary Soumaré,4,0.10027077163165846,10.03,0.1099,100
3894886,Sevilla,Cádiz,213,Sevilla,True,0-1,loss,Enrique Jesús Salas Valiente,5,0.08807737276834884,8.81,0.1676,100
3894886,Sevilla,Cádiz,213,Sevilla,True,0-1,loss,Sergio Ramos García,6,0.08766525905912276,8.77,0.0879,100
3894886,Sevilla,Cádiz,213,Sevilla,True,0-1,loss,Loïc Badé,7,0.08356483892854746,8.36,0.2033,100
3894886,Sevilla,Cádiz,213,Sevilla,True,0-1,loss,Lucas Ariel Ocampos,8,0.08345629379854844,8.35,0.0,83
3894886,Sevilla,Cádiz,213,Sevilla,True,0-1,loss,Jesús Joaquín Fernández Sáez de la Torre,9,0.0603715623792816,6.04,0.0604,55
3894886,Sevilla,Cádiz,213,Sevilla,True,0-1,loss,Dodi Lukebakio,10,0.04994142655683749,4.99,0.0,45
3894886,Sevilla,Cádiz,213,Sevilla,True,0-1,loss,Youssef En-Nesyri,11,0.03820962219858541,3.82,0.0,100
3894886,Sevilla,Cádiz,213,Sevilla,True,0-1,loss,Mariano Díaz Mejía,12,0.027292259852583788,2.73,0.0,17
3894886,Sevilla,Cádiz,213,Sevilla,True,0-1,loss,Ørjan Håskjold Nyland,13,0.024905914229518007,2.49,0.0,100
3894886,Sevilla,Cádiz,213,Sevilla,True,0-1,loss,Juan Luis Sánchez Velasco,14,0.02194653342492186,2.19,0.0,17
3894886,Sevilla,Cádiz,213,Sevilla,True,0-1,loss,Adrià Giner Pedrosa,15,0.0173816610477653,1.74,0.0,13
3894728,Athletic Club,Real Sociedad,215,Athletic Club,True,2-1,win,Mikel Vesga Arruti,1,0.10831425927315058,10.83,0.1738,97
3894728,Athletic Club,Real Sociedad,215,Athletic Club,True,2-1,win,Íñigo Lekue Martínez,2,0.09612161391367355,9.61,0.2492,97
3894728,Athletic Club,Real Sociedad,215,Athletic Club,True,2-1,win,Yuri Berchiche Izeta,3,0.09477571282125705,9.48,0.2571,97
3894728,Athletic Club,Real Sociedad,215,Athletic Club,True,2-1,win,Nicholas Williams Arthuer,4,0.09071850281480967,9.07,0.0476,84
3894728,Athletic Club,Real Sociedad,215,Athletic Club,True,2-1,win,Oihan Sancet Tirapu,5,0.08354165241843375,8.35,0.1,69
3894728,Athletic Club,Real Sociedad,215,Athletic Club,True,2-1,win,Daniel Vivian Moreno,6,0.06922339335221428,6.92,0.1135,97
